Uberstrain,Name,Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status),Source Niche,Source Type,Source Details,Collection Year,Collection Month,Collection Day,Collection Time,Continent,Country,Region,District,City,Post Code,Latitude,Longitude,Lab Contact,Species,Serological Group,Serotype,EcoR Cluster,Path/Nonpath,Simple Patho,Simple Disease,Comment,Bio Project ID,Project ID,Disease,Sample ID,Secondary Sample ID,Date Entered,Release Date,Barcode,Status,Coverage,N50,Length,Species,Contig Number(>=200 bp),Low Quality Bases,Assembly barcode,Version
ESC_IA7861AA,103070,"traces-0wmmtJz;ILLUMINA;Paired;;NA,traces-0KPECNq;ILLUMINA;Paired;;NA",Human,Human,stool,2010,1,12,,Africa,Gambia,URR,106,,,,,MRCG Basses,Escherichia coli,,,,,,,,,,,,,03/05/2018,05/11/2018,ESC_IA7861AA,Assembled,30,23151,5147246,Escherichia coli / Shigella;97.07%,464,66085,ESC_BB9807AA_AS,4.1
ESC_MA8277AA,INT006356,ERR3328905;ILLUMINA;Paired;350;ERX3353620,Wild Animal,Rodent,guinea fowl,2016,6,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611123,ERS3415313,30/05/2019,20/05/2019,ESC_MA8277AA,Assembled,30,387107,4810501,Escherichia coli / Shigella;98.07%,69,42182,ESC_ZA5160AA_AS,4
ESC_MA8391AA,INT005201,ERR3328761;ILLUMINA;Paired;350;ERX3353476,ND,Avian,ND,2016,3,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611009,ERS3415199,30/05/2019,20/05/2019,ESC_MA8391AA,Assembled,30,134332,4608813,Escherichia coli / Shigella;94.29%,100,27629,ESC_ZA5045AA_AS,4
ESC_MA8807AA,ALQ019833,ERR3328264;ILLUMINA;Paired;350;ERX3352979,Food,Plant,doorknob,2015,11,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610593,ERS3414783,30/05/2019,20/05/2019,ESC_MA8807AA,Assembled,30,113669,5083467,Escherichia coli / Shigella;94.95%,186,128846,ESC_ZA4628AA_AS,4
ESC_OA5117AA,T152,"ERR2695877;ILLUMINA;Paired;350;ERX2710317,ERR2695876;ILLUMINA;Paired;350;ERX2710317",,,,2017,,,,Africa,Nigeria,,,,,,,University Hospital Muenster,Escherichia coli,,,,,,,,PRJEB27707,ERP109828,,SAMEA4785025,ERS2604963,18/10/2019,15/10/2019,ESC_OA5117AA,Assembled,30,33256,5124215,Escherichia coli / Shigella;92.73%,321,105136,ESC_FB9427AA_AS,4.1
ESC_QA1741AA,PapRG-03-5,SRR11014972;ILLUMINA;Paired;;SRX7670750,Wild Animal,Primate,Papio papio; stool,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA604701,SRP247121,,SAMN13978665,SRS6098489,14/02/2020,04/02/2020,ESC_QA1741AA,Assembled,30,32084,4735839,Escherichia coli / Shigella;99.21%,280,106259,ESC_IB8587AA_AS,4.1
ESC_QA1780AA,PapAN-14-4,SRR11015011;ILLUMINA;Paired;;SRX7670711,Wild Animal,Primate,Papio papio; stool,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA604701,SRP247121,,SAMN13978629,SRS6098447,14/02/2020,04/02/2020,ESC_QA1780AA,Assembled,30,18586,4954853,Escherichia coli / Shigella;98.36%,486,232517,ESC_IB9846AA_AS,4.1
ESC_KA9324AA,PapAN-14-4,"traces-0isKPMW;ILLUMINA;Paired;;NA,traces-0KIWmvN;ILLUMINA;Paired;;NA",Wild Animal,Primate,Papio papio,2016,,,,Africa,Gambia,,,Abuko Nature ,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;98.1%,,,,,,,,,,,,,23/04/2019,23/04/2019,ESC_KA9324AA,Assembled,30,18593,4951874,Escherichia coli / Shigella;98.1%,478,223185,ESC_CB0538AA_AS,4.1
ESC_KA9384AA,PapRG-04-2,traces-0qSfkgB;ILLUMINA;Paired;;NA,Wild Animal,Primate,Papio papio,2016,,,,Africa,Gambia,,,River Gambia,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;100.0%,,,,,,,,,,,,,21/01/2019,26/07/2019,ESC_KA9384AA,Assembled,31,189878,4806467,Escherichia coli / Shigella;100.0%,56,12494,ESC_VA7153AA_AS,4
ESC_KA9323AA,ChlosAN-13-2,traces-0thDvJM;ILLUMINA;Paired;;NA,Wild Animal,Primate,Chlorocebus sabaeus,2016,,,,Africa,Gambia,,,Abuko Nature ,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;95.31%,,,,,,,,,,,,,21/01/2019,26/07/2019,ESC_KA9323AA,Assembled,31,144842,5338943,Escherichia coli / Shigella;95.31%,90,29921,ESC_VA7091AA_AS,4
ESC_KA9403AA,ProbK-45-5,traces-0GsPcnx;ILLUMINA;Paired;;NA,Wild Animal,Primate,Procolobus badius,2016,,,,Africa,Gambia,,,Kartong,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;95.74%,,,,,,,,,,,,,21/01/2019,26/07/2019,ESC_KA9403AA,Assembled,31,121071,5434669,Escherichia coli / Shigella;95.74%,106,40712,ESC_VA7172AA_AS,4
ESC_KA2724AA,G1715-3,traces-0GjzKbT;ILLUMINA;Paired;;NA,Wild Animal,Primate,Papio papio,2016,,,,Africa,Gambia,,,Abuko Nature ,,,,E. Foster-Nyarko,Escherichia coli / Shigella;96.38%,,,,,,,,,,,,,09/10/2018,13/04/2019,ESC_KA2724AA,Assembled,31,26433,4854107,Escherichia coli / Shigella;96.38%,415,160118,ESC_UA0445AA_AS,4
ESC_GA8197AA,DRC_BKV_16,ERR2027627;ILLUMINA;Paired;900;ERX2086779,Human,Human,homo sapiens; Homo sapiens,2014,,,,Africa,Democratic Republic of the Congo,,,,,,,Institut de recherche experimentale et clinique - IREC,Escherichia coli,,,,,,,,PRJEB21637,ERP023909,,SAMEA104153811,ERS1812829,11/07/2017,08/07/2017,ESC_GA8197AA,Assembled,32,117431,5244895,Escherichia coli / Shigella;97.33%,253,23570,ESC_OA4225AA_AS,3.61
ESC_MA8231AA,INT007522,ERR3328951;ILLUMINA;Paired;350;ERX3353666,Environment,Soil/Dust,household environment,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611170,ERS3415359,30/05/2019,20/05/2019,ESC_MA8231AA,Assembled,32,151003,4640341,Escherichia coli / Shigella;92.31%,83,45543,ESC_ZA5206AA_AS,4
ESC_MA8605AA,ECL000730,ERR3328505;ILLUMINA;Paired;350;ERX3353220,Livestock,Bovine,cow milk,2016,3,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610795,ERS3414985,30/05/2019,20/05/2019,ESC_MA8605AA,Assembled,33,128864,4907333,Escherichia coli / Shigella;78.09%,163,97537,ESC_ZA4831AA_AS,4
ESC_KA9375AA,PapRG-04-5,traces-0HpliOI;ILLUMINA;Paired;;NA,Wild Animal,Primate,Papio papio,2016,,,,Africa,Gambia,,,River Gambia,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;100.0%,,,,,,,,,,,,,21/01/2019,26/07/2019,ESC_KA9375AA,Assembled,33,192677,4808997,Escherichia coli / Shigella;100.0%,64,31714,ESC_VA7143AA_AS,4
ESC_KA9336AA,PapKW-44-1,traces-0ZcnshY;ILLUMINA;Paired;;NA,Wild Animal,Primate,Papio papio,2016,,,,Africa,Gambia,,,Kiang West,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;97.68%,,,,,,,,,,,,,21/01/2019,26/07/2019,ESC_KA9336AA,Assembled,33,147048,5082494,Escherichia coli / Shigella;97.68%,93,29933,ESC_VA7104AA_AS,4
ESC_KA1887AA,Chicken4_3,traces-0ABCvSD;ILLUMINA;Paired;;NA,Poultry,Avian,,2016,,,,Africa,Gambia,,,Sibanor,,,,"Prof. Mark Pallen, Quadram Institute Bioscience",Escherichia coli / Shigella;97.86%,,,,,,,,,,,,,21/09/2018,26/03/2019,ESC_KA1887AA,Assembled,33,54608,5186547,Escherichia coli / Shigella;97.86%,505,201356,ESC_TA8596AA_AS,4
ESC_MA4379AA,H-34_1,traces-0FQUANc;ILLUMINA;Paired;;NA,Human,Human,,,,,,Africa,Gambia,,,Basse,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;99.05%,,,,,,,,,,,,,23/04/2019,23/04/2019,ESC_MA4379AA,Assembled,33,105841,4644423,Escherichia coli / Shigella;99.05%,116,31641,ESC_YA8645AA_AS,4
ESC_IA7853AA,102705,traces-0nwsQJD;ILLUMINA;Paired;;NA,Human,Human,stool,2009,8,15,,Africa,Gambia,URR,101,,,,,MRCG Basses,Escherichia coli,,,,,,,,,,,,,03/05/2018,05/11/2018,ESC_IA7853AA,Assembled,34,89057,4919483,Escherichia coli / Shigella;98.21%,141,39275,ESC_BB9785AA_AS,4.1
ESC_MA7564AA,TMP021030,ERR3330340;ILLUMINA;Paired;350;ERX3355055,Livestock,Bovine,cow milk,2016,7,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611844,ERS3416033,30/05/2019,20/05/2019,ESC_MA7564AA,Assembled,34,280319,4653484,Escherichia coli / Shigella;100.0%,62,15274,ESC_ZA5960AA_AS,4
ESC_MA8152AA,INT008624,ERR3329030;ILLUMINA;Paired;350;ERX3353745,Human,Human,ND,2016,8,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611248,ERS3415437,30/05/2019,20/05/2019,ESC_MA8152AA,Assembled,34,85279,4635453,Escherichia coli / Shigella;98.03%,123,31351,ESC_ZA5285AA_AS,4
ESC_MA8179AA,INT007896,ERR3329003;ILLUMINA;Paired;350;ERX3353718,Food,Dairy,goat,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611221,ERS3415410,30/05/2019,20/05/2019,ESC_MA8179AA,Assembled,34,155290,5201709,Escherichia coli / Shigella;100.0%,198,116343,ESC_ZA5258AA_AS,4
ESC_KA9361AA,PapRG-04-4,traces-0cEhbpb;ILLUMINA;Paired;;NA,Wild Animal,Primate,Papio papio,2016,,,,Africa,Gambia,,,River Gambia,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;91.01%,,,,,,,,,,,,,21/01/2019,26/07/2019,ESC_KA9361AA,Assembled,34,151642,5423000,Escherichia coli / Shigella;91.01%,118,71638,ESC_VA7129AA_AS,4
ESC_MA6986AA,MEZEC7,SRR9108421;ILLUMINA;Paired;;SRX5883001,Livestock,Air,"Fecal, sheep",2018,8,,,Africa,South Africa,KwaZulu-Natal,,,,,,Uppsala University,Escherichia coli,,,,,,,,PRJNA541983,SRP197605,,SAMN11643621,SRS4805559,30/05/2019,22/05/2019,ESC_MA6986AA,Assembled,35,117525,4688240,Escherichia coli / Shigella;100.0%,103,27824,ESC_ZA9715AA_AS,4
ESC_MA7454AA,TMP023603,ERR3330450;ILLUMINA;Paired;350;ERX3355165,Environment,Soil/Dust,household environment,2016,8,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611955,ERS3416143,30/05/2019,20/05/2019,ESC_MA7454AA,Assembled,35,92345,5176004,Escherichia coli / Shigella;98.38%,258,107349,ESC_ZA6070AA_AS,4
ESC_MA8066AA,PLQ000478,ERR3329116;ILLUMINA;Paired;350;ERX3353831,Poultry,Avian,chickens,2016,7,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611334,ERS3415523,30/05/2019,20/05/2019,ESC_MA8066AA,Assembled,35,127844,4702801,Escherichia coli / Shigella;98.53%,103,22381,ESC_ZA5375AA_AS,4
ESC_KA1959AA,G1705_5,traces-0UdtWPi;ILLUMINA;Paired;;NA,,Primate,Papio papio,2017,6,11,,Africa,Gambia,,,River Gambia,,,,E. Foster-Nyarko,Escherichia coli / Shigella;100.0%,,,,,,,,,,,,,24/09/2018,29/03/2019,ESC_KA1959AA,Assembled,35,124589,4866842,Escherichia coli / Shigella;100.0%,128,54774,ESC_TA8949AA_AS,4
ESC_KA2045AA,G1732_2,traces-0wmSQIH;ILLUMINA;Paired;;NA,,Primate,Papio papio,2017,6,14,,Africa,Gambia,,,Makasutu,,,,E. Foster-Nyarko,Escherichia coli / Shigella;98.36%,,,,,,,,,,,,,24/09/2018,29/03/2019,ESC_KA2045AA,Assembled,35,28417,5137677,Escherichia coli / Shigella;98.36%,424,152831,ESC_TA9065AA_AS,4
ESC_CA4753AA,CFSAN018254,SRR3000442;ILLUMINA;Paired;500;SRX1482413,Human,Human,Homo sapiens; Clinical,,,,,Africa,Democratic Republic of the Congo,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O143,,,EIEC,,,PRJNA230969,SRP058582,,SAMN04316473,SRS1207043,16/12/2015,01/01/2015,ESC_CA4753AA,Assembled,36,62314,5349593,Escherichia coli / Shigella;99.52%,290,14329,ESC_FA8180AA_AS,3.32
ESC_MA8752AA,ALQ020221,ERR3328327;ILLUMINA;Paired;350;ERX3353042,Food,Dairy,goat,2015,12,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610648,ERS3414838,30/05/2019,20/05/2019,ESC_MA8752AA,Assembled,36,203596,4790697,Escherichia coli / Shigella;81.41%,99,27223,ESC_ZA6183AA_AS,4
ESC_QA1786AA,ChlosRG-12-3,SRR11015017;ILLUMINA;Paired;;SRX7670705,Wild Animal,Primate,Chlorocebus sabaeus; stool,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA604701,SRP247121,,SAMN13978624,SRS6098440,14/02/2020,04/02/2020,ESC_QA1786AA,Assembled,36,57380,4825148,Escherichia coli / Shigella;100.0%,216,155915,ESC_IB8542AA_AS,4.1
ESC_QA9265AA,Guinea-fowl-7-5,SRR11451199;ILLUMINA;Paired;;SRX8029019,Wild Animal,Avian,Guinea fowl; Caecum,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA616250,SRP254605,,SAMN14485348,SRS6401488,02/04/2020,01/04/2020,ESC_QA9265AA,Assembled,36,49524,5086462,Escherichia coli / Shigella;98.32%,540,38370,ESC_KB1725AA_AS,4.1
ESC_QA9266AA,Guinea-fowl-7-4,SRR11451200;ILLUMINA;Paired;;SRX8029018,Wild Animal,Avian,Guinea fowl; Caecum,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA616250,SRP254605,,SAMN14485347,SRS6401486,02/04/2020,01/04/2020,ESC_QA9266AA,Assembled,36,44600,4842305,Escherichia coli / Shigella;99.05%,323,20835,ESC_KB1724AA_AS,4.1
ESC_MA4354AA,H-2_1,traces-0RzXDIy;ILLUMINA;Paired;;NA,Human,Human,,,,,,Africa,Gambia,,,Basse,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;93.34%,,,,,,,,,,,,,23/04/2019,23/04/2019,ESC_MA4354AA,Assembled,36,125777,4782020,Escherichia coli / Shigella;93.34%,95,130465,ESC_YA8620AA_AS,4
ESC_KA9401AA,ChlosAN-17-1,traces-0ZwPfMv;ILLUMINA;Paired;;NA,Wild Animal,Primate,Chlorocebus sabaeus,2016,,,,Africa,Gambia,,,Abuko Nature ,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;93.67%,,,,,,,,,,,,,21/01/2019,26/07/2019,ESC_KA9401AA,Assembled,36,140636,5223653,Escherichia coli / Shigella;93.67%,96,78949,ESC_VA7170AA_AS,4
ESC_IA7850AA,102296,traces-0uyOYdf;ILLUMINA;Paired;;NA,Human,Human,stool,2009,4,3,,Africa,Gambia,URR,102,,,,,MRCG Basses,Escherichia coli,,,,,,,,,,,,,03/05/2018,05/11/2018,ESC_IA7850AA,Assembled,37,38664,5392317,Escherichia coli / Shigella;97.97%,392,45213,ESC_BB9777AA_AS,4.1
ESC_JA8031AA,70,traces-0fXZmVZ;ILLUMINA;Paired;;NA,Wild Animal,Primate,Feces,2018,2,2,,Africa,Uganda,,,,,,,University of Copenhagen,Escherichia coli,,,,,,,,,,,,,09/08/2018,11/02/2019,ESC_JA8031AA,Assembled,37,61527,5216149,Escherichia coli / Shigella;98.55%,244,85863,ESC_TA1548AA_AS,4
ESC_MA7170AA,M49,SRR9099603;ILLUMINA;Paired;;SRX5874566,Environment,Water,Bathing waters,2016,,,,Africa,Algeria,,,,,,,Institut Pasteur,Escherichia coli,,,,,,,,PRJNA544053,SRP199068,,SAMN11553647,SRS4797515,30/05/2019,21/05/2019,ESC_MA7170AA,Assembled,37,176340,4969540,Escherichia coli / Shigella;93.68%,112,43790,ESC_ZA6356AA_AS,4
ESC_QA1728AA,PapRG-06-4,SRR11014959;ILLUMINA;Paired;;SRX7670763,Wild Animal,Primate,Papio papio; stool,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA604701,SRP247121,,SAMN13978677,SRS6098498,14/02/2020,04/02/2020,ESC_QA1728AA,Assembled,37,81192,4877520,Escherichia coli / Shigella;99.06%,118,34428,ESC_IB8600AA_AS,4.1
ESC_QA9267AA,Guinea-fowl-3-3,SRR11451201;ILLUMINA;Paired;;SRX8029017,Wild Animal,Avian,Guinea fowl; Caecum,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA616250,SRP254605,,SAMN14485346,SRS6401485,02/04/2020,01/04/2020,ESC_QA9267AA,Assembled,37,706547,4669255,Escherichia coli / Shigella;100.0%,19,1124,ESC_KB1723AA_AS,4.1
ESC_KA2013AA,G1717_3,traces-0CRZjPQ;ILLUMINA;Paired;;NA,,Primate,Chlorocebus sabaeus,2017,6,12,,Africa,Gambia,Western,,Abuko Nature Reserve,,,,E. Foster-Nyarko,Escherichia coli / Shigella;93.79%,,,,,,,,,,,,,24/09/2018,29/03/2019,ESC_KA2013AA,Assembled,37,53008,5264800,Escherichia coli / Shigella;93.79%,330,145887,ESC_TA9033AA_AS,4
ESC_MA4407AA,H-22_3,traces-0DPRDjp;ILLUMINA;Paired;;NA,Human,Human,,,,,,Africa,Gambia,,,Basse,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;99.29%,,,,,,,,,,,,,23/04/2019,23/04/2019,ESC_MA4407AA,Assembled,37,65290,4904829,Escherichia coli / Shigella;99.29%,174,133620,ESC_YA8673AA_AS,4
ESC_MA8725AA,ALQ023198,ERR3328356;ILLUMINA;Paired;350;ERX3353071,ND,Avian,ND,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610675,ERS3414865,30/05/2019,20/05/2019,ESC_MA8725AA,Assembled,38,259234,4670742,Escherichia coli / Shigella;95.31%,87,14050,ESC_ZA4711AA_AS,4
ESC_MA8744AA,ALQ020439,ERR3328336;ILLUMINA;Paired;350;ERX3353051,ND,Avian,ND,2015,11,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610656,ERS3414846,30/05/2019,20/05/2019,ESC_MA8744AA,Assembled,38,105247,4791178,Escherichia coli / Shigella;93.42%,116,25700,ESC_ZA4692AA_AS,4
ESC_QA7435AA,361-HR32-ecoli_S18_L001,traces-0DbTivW;ILLUMINA;Paired;;NA,Companion Animal,Feline,,2016,,,,Africa,Egypt,,,,,,,"Hazem Ramadan: Faculty of Veterinary Medicine, Mansoura University, Mansoura-Egypt & US National Poultry Research center, USDA-ARS, Athens, Georgia-USA",Escherichia coli,,,,,,,,,,,,,10/03/2020,10/03/2020,ESC_QA7435AA,Assembled,38,90193,4913163,Escherichia coli / Shigella;96.75%,161,54369,ESC_JB5546AA_AS,4.1
ESC_KA2034AA,G1725_3,traces-0cAZBTW;ILLUMINA;Paired;;NA,,Primate,Chlorocebus sabaeus,2017,6,13,,Africa,Gambia,Western,,Bijilo Forest Park,,,,E. Foster-Nyarko,Escherichia coli / Shigella;97.17%,,,,,,,,,,,,,24/09/2018,29/03/2019,ESC_KA2034AA,Assembled,38,38896,5214381,Escherichia coli / Shigella;97.17%,317,153814,ESC_TA9054AA_AS,4
ESC_MA1932AA,MEZEC10,SRR8792732;ILLUMINA;Paired;500;SRX5582047,Livestock,Ovine,sheep,2018,8,,,Africa,South Africa,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN11266321,SRS4543554,27/03/2019,27/03/2019,ESC_MA1932AA,Assembled,39,160270,5108208,Escherichia coli / Shigella;94.66%,81,61375,ESC_XA8050AA_AS,4
ESC_MA5572AA,MEZEC47,SRR9041545;ILLUMINA;Paired;;SRX5818642,Livestock,Ovine,sheep,2018,8,,,Africa,South Africa,,,,,,,University of Sharjah,Escherichia coli,,,,,,,,PRJNA541983,SRP197605,,SAMN11605860,SRS4747400,10/05/2019,10/05/2019,ESC_MA5572AA,Assembled,39,109533,4883731,Escherichia coli / Shigella;97.67%,113,31958,ESC_ZA2362AA_AS,4
ESC_KA1988AA,G1707_3,traces-0WOStmR;ILLUMINA;Paired;;NA,,Primate,Procolobus badius,2017,6,11,,Africa,Gambia,,,River Gambia,,,,E. Foster-Nyarko,Escherichia coli / Shigella;95.23%,,,,,,,,,,,,,24/09/2018,29/03/2019,ESC_KA1988AA,Assembled,39,107377,5540780,Escherichia coli / Shigella;95.23%,340,120884,ESC_TA8957AA_AS,4
ESC_KA2028AA,G1724_3,traces-0nsNQvZ;ILLUMINA;Paired;;NA,,Primate,Chlorocebus sabaeus,2017,6,13,,Africa,Gambia,Western,,Bijilo Forest Park,,,,E. Foster-Nyarko,Escherichia coli / Shigella;96.93%,,,,,,,,,,,,,24/09/2018,29/03/2019,ESC_KA2028AA,Assembled,39,30988,5237091,Escherichia coli / Shigella;96.93%,432,158105,ESC_TA9048AA_AS,4
ESC_KA2025AA,G1723_1,traces-0KBHonG;ILLUMINA;Paired;;NA,,Primate,Chlorocebus sabaeus,2017,6,13,,Africa,Gambia,Western,,Bijilo Forest Park,,,,E. Foster-Nyarko,Escherichia coli / Shigella;98.06%,,,,,,,,,,,,,24/09/2018,29/03/2019,ESC_KA2025AA,Assembled,39,89296,4728515,Escherichia coli / Shigella;98.06%,175,75322,ESC_TA9045AA_AS,4
ESC_KA1957AA,G1705_4,traces-0MfLIcB;ILLUMINA;Paired;;NA,,Primate,Papio papio,2017,,,,Africa,Gambia,,,Sibanor,,,,E. Foster-Nyarko,Escherichia coli / Shigella;98.39%,,,,,,,,,,,,,24/09/2018,29/03/2019,ESC_KA1957AA,Assembled,39,95839,4931039,Escherichia coli / Shigella;98.39%,275,82108,ESC_TA8947AA_AS,4
ESC_KA1888AA,Chicken4_5,traces-0kdoenq;ILLUMINA;Paired;;NA,Poultry,Avian,,2016,,,,Africa,Gambia,,,Sibanor,,,,"Prof. Mark Pallen, Quadram Institute Bioscience",Escherichia coli / Shigella;98.44%,,,,,,,,,,,,,21/09/2018,26/03/2019,ESC_KA1888AA,Assembled,39,98869,5146666,Escherichia coli / Shigella;98.44%,418,151805,ESC_TA8597AA_AS,4
ESC_IA7866AA,103275,traces-0TsfxwN;ILLUMINA;Paired;;NA,Human,Human,stool,2010,4,20,,Africa,Gambia,URR,101,,,,,MRCG Basses,Escherichia coli,,,,,,,,,,,,,03/05/2018,05/11/2018,ESC_IA7866AA,Assembled,40,161934,5006906,Escherichia coli / Shigella;100.0%,115,14072,ESC_BB9820AA_AS,4.1
ESC_IA7873AA,103693,"traces-0mKwhIh;ILLUMINA;Paired;;NA,traces-0ubEIcT;ILLUMINA;Paired;;NA",Human,Human,stool,2010,9,23,,Africa,Gambia,URR,102,,,,,MRCG Basses,Escherichia coli,,,,,,,,,,,,,03/05/2018,05/11/2018,ESC_IA7873AA,Assembled,40,132536,4946913,Escherichia coli / Shigella;97.83%,128,46120,ESC_BB9842AA_AS,4.1
ESC_KA2026AA,G1723_3,traces-0icAFYo;ILLUMINA;Paired;;NA,,Primate,Chlorocebus sabaeus,2017,6,13,,Africa,Gambia,Western,,Bijilo Forest Park,,,,E. Foster-Nyarko,Escherichia coli / Shigella;95.1%,,,,,,,,,,,,,24/09/2018,29/03/2019,ESC_KA2026AA,Assembled,40,100474,4717577,Escherichia coli / Shigella;95.1%,158,74662,ESC_TA9046AA_AS,4
ESC_KA2033AA,G1724_5,traces-0AwYwjU;ILLUMINA;Paired;;NA,,Primate,Chlorocebus sabaeus,2017,6,13,,Africa,Gambia,Western,,Bijilo Forest Park,,,,E. Foster-Nyarko,Escherichia coli / Shigella;97.87%,,,,,,,,,,,,,24/09/2018,29/03/2019,ESC_KA2033AA,Assembled,40,40853,5335739,Escherichia coli / Shigella;97.87%,403,159766,ESC_TA9053AA_AS,4
ESC_CA3800AA,AA070,ERR1010259;ILLUMINA;Paired;420;ERX1089283,Companion Animal,Camelid,Hu Child; Feces,2009,,,,Africa,Mali,,,,,,,STATENS SERUM INSTITUT,Escherichia coli,,O44:H33,,,,,,PRJEB10700,ERP011986,,SAMEA3529346,ERS836495,04/11/2015,03/11/2015,ESC_CA3800AA,Assembled,40.19,108347,5439239,Escherichia coli / Shigella;96.41%,230,19090,ESC_FA6823AA_AS,2.2
ESC_GA4724AA,48ii,traces-0coEdFn;ILLUMINA;Paired;;NA,,,,,,,,Africa,Tanzania,,,,,,,Stephen Mshana,Escherichia coli,,,,,,,,,,,,,09/05/2017,16/05/2018,ESC_GA4724AA,Assembled,41,21444,4820853,Escherichia coli / Shigella;99.48%,440,100154,ESC_NA5388AA_AS,3.61
ESC_IA7854AA,102742,traces-0IyglCe;ILLUMINA;Paired;;NA,Human,Human,stool,2009,8,20,,Africa,Gambia,URR,102,,,,,MRCG Basses,Escherichia coli,,,,,,,,,,,,,03/05/2018,05/11/2018,ESC_IA7854AA,Assembled,41,161826,5040391,Escherichia coli / Shigella;97.38%,116,24452,ESC_BB9787AA_AS,4.1
ESC_IA7880AA,102098,traces-0KILIVY;ILLUMINA;Paired;;NA,Human,Human,stool,2009,2,3,,Africa,Gambia,URR,101,,,,,MRCG Basses,Escherichia coli,,,,,,,,,,,,,03/05/2018,05/11/2018,ESC_IA7880AA,Assembled,41,164527,5410561,Escherichia coli / Shigella;95.56%,185,24016,ESC_BB9856AA_AS,4.1
ESC_MA7830AA,TMP016697,ERR3329375;ILLUMINA;Paired;350;ERX3354090,ND,Avian,ND,2015,9,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611570,ERS3415759,30/05/2019,20/05/2019,ESC_MA7830AA,Assembled,41,229651,4848626,Escherichia coli / Shigella;95.0%,93,162439,ESC_ZA5694AA_AS,4
