date,area,confirm,type,country,GSS_CD
27/03/2020,Flintshire,NA,UTLA,Wales,W06000005
27/03/2020,Gwynedd,NA,UTLA,Wales,W06000002
27/03/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
27/03/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
27/03/2020,Monmouthshire,NA,UTLA,Wales,W06000021
27/03/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
27/03/2020,Newport,NA,UTLA,Wales,W06000022
27/03/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
27/03/2020,Powys,NA,UTLA,Wales,W06000023
27/03/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
27/03/2020,Torfaen County,NA,UTLA,Wales,W06000020
27/03/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
27/03/2020,Wrexham,NA,UTLA,Wales,W06000006
28/03/2020,Northern Ireland,1245,Country,Northern Ireland,N92
28/03/2020,Scotland,1093,Country,Scotland,S92
28/03/2020,Wales,324,Country,Wales,W92
28/03/2020,Ayrshire and Arran,90,Health board,Scotland,S08000015
28/03/2020,Borders,35,Health board,Scotland,S08000016
28/03/2020,Dumfries and Gallow,60,Health board,Scotland,S08000017
28/03/2020,Fife,51,Health board,Scotland,S08000029
28/03/2020,Forth Valley,95,Health board,Scotland,S08000019
28/03/2020,Grampian,52,Health board,Scotland,S08000020
28/03/2020,Greater Glasgow and Clyde,376,Health board,Scotland,S08000031
28/03/2020,Highland,36,Health board,Scotland,S08000022
28/03/2020,Lanarkshire,165,Health board,Scotland,S08000032
28/03/2020,Lothian,151,Health board,Scotland,S08000024
28/03/2020,Shetland,27,Health board,Scotland,S08000026
28/03/2020,Tayside,107,Health board,Scotland,S08000030
28/03/2020,Swansea Bay,104,Health board,Wales,W11000031
28/03/2020,Aneurin Bevan,482,Health board,Wales,W11000028
28/03/2020,Betsi Cadwaladr,64,Health board,Wales,W11000023
28/03/2020,Cardiff and Vale,256,Health board,Wales,W11000029
28/03/2020,Cwm Taf,90,Health board,Wales,W11000030
28/03/2020,Hywel Dda,54,Health board,Wales,W11000025
28/03/2020,Powys,19,Health board,Wales,W11000024
28/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
28/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
28/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
28/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
28/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
28/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
28/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
28/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
28/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
28/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
28/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
28/03/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
28/03/2020,Bridgend,NA,UTLA,Wales,W06000013
28/03/2020,Caerphilly,NA,UTLA,Wales,W06000018
28/03/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
28/03/2020,Ceredigion,NA,UTLA,Wales,W06000008
28/03/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
28/03/2020,City of Cardiff,NA,UTLA,Wales,W06000015
28/03/2020,Conwy,NA,UTLA,Wales,W06000003
28/03/2020,Denbighshire,NA,UTLA,Wales,W06000004
28/03/2020,Flintshire,NA,UTLA,Wales,W06000005
28/03/2020,Gwynedd,NA,UTLA,Wales,W06000002
28/03/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
28/03/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
28/03/2020,Monmouthshire,NA,UTLA,Wales,W06000021
28/03/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
28/03/2020,Newport,NA,UTLA,Wales,W06000022
28/03/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
28/03/2020,Powys,NA,UTLA,Wales,W06000023
28/03/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
28/03/2020,Torfaen County,NA,UTLA,Wales,W06000020
28/03/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
28/03/2020,Wrexham,NA,UTLA,Wales,W06000006
29/03/2020,Northern Ireland,1384,Country,Northern Ireland,N92
29/03/2020,Scotland,1241,Country,Scotland,S92
29/03/2020,Wales,410,Country,Wales,W92
29/03/2020,Ayrshire and Arran,108,Health board,Scotland,S08000015
29/03/2020,Borders,50,Health board,Scotland,S08000016
29/03/2020,Dumfries and Gallow,63,Health board,Scotland,S08000017
29/03/2020,Fife,58,Health board,Scotland,S08000029
29/03/2020,Forth Valley,94,Health board,Scotland,S08000019
29/03/2020,Grampian,62,Health board,Scotland,S08000020
29/03/2020,Greater Glasgow and Clyde,401,Health board,Scotland,S08000031
29/03/2020,Highland,42,Health board,Scotland,S08000022
29/03/2020,Lanarkshire,184,Health board,Scotland,S08000032
29/03/2020,Lothian,188,Health board,Scotland,S08000024
29/03/2020,Shetland,27,Health board,Scotland,S08000026
29/03/2020,Tayside,107,Health board,Scotland,S08000030
29/03/2020,Swansea Bay,125,Health board,Wales,W11000031
29/03/2020,Aneurin Bevan,514,Health board,Wales,W11000028
29/03/2020,Betsi Cadwaladr,69,Health board,Wales,W11000023
29/03/2020,Cardiff and Vale,282,Health board,Wales,W11000029
29/03/2020,Cwm Taf,124,Health board,Wales,W11000030
29/03/2020,Hywel Dda,75,Health board,Wales,W11000025
29/03/2020,Powys,20,Health board,Wales,W11000024
29/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
29/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
29/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
29/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
29/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
29/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
29/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
29/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
29/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
29/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
29/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
29/03/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
29/03/2020,Bridgend,NA,UTLA,Wales,W06000013
29/03/2020,Caerphilly,NA,UTLA,Wales,W06000018
29/03/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
29/03/2020,Ceredigion,NA,UTLA,Wales,W06000008
29/03/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
29/03/2020,City of Cardiff,NA,UTLA,Wales,W06000015
29/03/2020,Conwy,NA,UTLA,Wales,W06000003
29/03/2020,Denbighshire,NA,UTLA,Wales,W06000004
29/03/2020,Flintshire,NA,UTLA,Wales,W06000005
29/03/2020,Gwynedd,NA,UTLA,Wales,W06000002
29/03/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
29/03/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
29/03/2020,Monmouthshire,NA,UTLA,Wales,W06000021
29/03/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
29/03/2020,Newport,NA,UTLA,Wales,W06000022
29/03/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
29/03/2020,Powys,NA,UTLA,Wales,W06000023
29/03/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
29/03/2020,Torfaen County,NA,UTLA,Wales,W06000020
29/03/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
29/03/2020,Wrexham,NA,UTLA,Wales,W06000006
30/03/2020,Northern Ireland,1563,Country,Northern Ireland,N92
30/03/2020,Scotland,1451,Country,Scotland,S92
30/03/2020,Wales,533,Country,Wales,W92
30/03/2020,Ayrshire and Arran,154,Health board,Scotland,S08000015
30/03/2020,Borders,63,Health board,Scotland,S08000016
30/03/2020,Dumfries and Gallow,74,Health board,Scotland,S08000017
30/03/2020,Fife,70,Health board,Scotland,S08000029
30/03/2020,Forth Valley,103,Health board,Scotland,S08000019
30/03/2020,Grampian,66,Health board,Scotland,S08000020
30/03/2020,Greater Glasgow and Clyde,449,Health board,Scotland,S08000031
30/03/2020,Highland,44,Health board,Scotland,S08000022
30/03/2020,Lanarkshire,197,Health board,Scotland,S08000032
30/03/2020,Lothian,208,Health board,Scotland,S08000024
30/03/2020,Shetland,27,Health board,Scotland,S08000026
30/03/2020,Tayside,108,Health board,Scotland,S08000030
30/03/2020,Swansea Bay,157,Health board,Wales,W11000031
30/03/2020,Aneurin Bevan,565,Health board,Wales,W11000028
30/03/2020,Betsi Cadwaladr,82,Health board,Wales,W11000023
30/03/2020,Cardiff and Vale,344,Health board,Wales,W11000029
30/03/2020,Cwm Taf,158,Health board,Wales,W11000030
30/03/2020,Hywel Dda,87,Health board,Wales,W11000025
30/03/2020,Powys,22,Health board,Wales,W11000024
30/03/2020,Antrim and Newtownabbey,34,LGD,Northern Ireland,N09000001
30/03/2020,Armagh City Banbridge and Craigavon,53,LGD,Northern Ireland,N09000002
30/03/2020,Belfast,160,LGD,Northern Ireland,N09000003
30/03/2020,Causeway Coast and Glens,11,LGD,Northern Ireland,N09000004
30/03/2020,Derry City and Strabane,23,LGD,Northern Ireland,N09000005
30/03/2020,Fermanagh and Omagh,27,LGD,Northern Ireland,N09000006
30/03/2020,Lisburn and Castlereagh,66,LGD,Northern Ireland,N09000007
30/03/2020,Mid and East Antrim,28,LGD,Northern Ireland,N09000008
30/03/2020,Mid Ulster,16,LGD,Northern Ireland,N09000009
30/03/2020,Newry Mourne and Down,41,LGD,Northern Ireland,N09000010
30/03/2020,Ards and North Down,52,LGD,Northern Ireland,N09000011
30/03/2020,Unconfirmed,22,LGD,Northern Ireland,NA
30/03/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
30/03/2020,Bridgend,NA,UTLA,Wales,W06000013
30/03/2020,Caerphilly,NA,UTLA,Wales,W06000018
30/03/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
30/03/2020,Ceredigion,NA,UTLA,Wales,W06000008
30/03/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
30/03/2020,City of Cardiff,NA,UTLA,Wales,W06000015
30/03/2020,Conwy,NA,UTLA,Wales,W06000003
30/03/2020,Denbighshire,NA,UTLA,Wales,W06000004
30/03/2020,Flintshire,NA,UTLA,Wales,W06000005
30/03/2020,Gwynedd,NA,UTLA,Wales,W06000002
30/03/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
30/03/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
30/03/2020,Monmouthshire,NA,UTLA,Wales,W06000021
30/03/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
30/03/2020,Newport,NA,UTLA,Wales,W06000022
30/03/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
30/03/2020,Powys,NA,UTLA,Wales,W06000023
30/03/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
30/03/2020,Torfaen County,NA,UTLA,Wales,W06000020
30/03/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
30/03/2020,Wrexham,NA,UTLA,Wales,W06000006
25/02/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
26/02/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
27/02/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
28/02/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
29/02/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
01/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
02/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
03/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
04/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
05/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
06/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
07/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
08/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
09/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
10/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
11/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
12/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
13/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
14/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
15/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
16/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
17/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
18/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
19/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
20/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
21/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
22/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
23/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
24/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
25/03/2020,Unconfirmed,7,LGD,Northern Ireland,NA
26/03/2020,Unconfirmed,7,LGD,Northern Ireland,NA
27/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
28/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
29/03/2020,Unconfirmed,NA,LGD,Northern Ireland,NA
31/03/2020,Scotland,1993,Country,Scotland,S92
31/03/2020,Wales,1563,Country,Wales,W92
31/03/2020,Northern Ireland,586,Country,Northern Ireland,N92
31/03/2020,Ayrshire and Arran,177,Health board,Scotland,S08000015
31/03/2020,Borders,77,Health board,Scotland,S08000016
31/03/2020,Dumfries and Gallow,92,Health board,Scotland,S08000017
31/03/2020,Fife,76,Health board,Scotland,S08000029
31/03/2020,Forth Valley,131,Health board,Scotland,S08000019
31/03/2020,Grampian,86,Health board,Scotland,S08000020
31/03/2020,Greater Glasgow and Clyde,547,Health board,Scotland,S08000031
31/03/2020,Highland,51,Health board,Scotland,S08000022
31/03/2020,Lanarkshire,244,Health board,Scotland,S08000032
31/03/2020,Lothian,269,Health board,Scotland,S08000024
31/03/2020,Shetland,29,Health board,Scotland,S08000026
31/03/2020,Tayside,214,Health board,Scotland,S08000030
31/03/2020,Swansea Bay,167,Health board,Wales,W11000031
31/03/2020,Aneurin Bevan,590,Health board,Wales,W11000028
31/03/2020,Betsi Cadwaladr,86,Health board,Wales,W11000023
31/03/2020,Cardiff and Vale,375,Health board,Wales,W11000029
31/03/2020,Cwm Taf,189,Health board,Wales,W11000030
31/03/2020,Hywel Dda,94,Health board,Wales,W11000025
31/03/2020,Powys,23,Health board,Wales,W11000024
31/03/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
31/03/2020,Bridgend,NA,UTLA,Wales,W06000013
31/03/2020,Caerphilly,NA,UTLA,Wales,W06000018
31/03/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
31/03/2020,Ceredigion,NA,UTLA,Wales,W06000008
31/03/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
31/03/2020,City of Cardiff,NA,UTLA,Wales,W06000015
31/03/2020,Conwy,NA,UTLA,Wales,W06000003
31/03/2020,Denbighshire,NA,UTLA,Wales,W06000004
31/03/2020,Flintshire,NA,UTLA,Wales,W06000005
31/03/2020,Gwynedd,NA,UTLA,Wales,W06000002
31/03/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
31/03/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
31/03/2020,Monmouthshire,NA,UTLA,Wales,W06000021
31/03/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
31/03/2020,Newport,NA,UTLA,Wales,W06000022
31/03/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
31/03/2020,Powys,NA,UTLA,Wales,W06000023
31/03/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
31/03/2020,Torfaen County,NA,UTLA,Wales,W06000020
31/03/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
31/03/2020,Wrexham,NA,UTLA,Wales,W06000006
31/03/2020,Antrim and Newtownabbey,36,LGD,Northern Ireland,N09000001
31/03/2020,Armagh City Banbridge and Craigavon,62,LGD,Northern Ireland,N09000002
31/03/2020,Belfast,166,LGD,Northern Ireland,N09000003
31/03/2020,Causeway Coast and Glens,16,LGD,Northern Ireland,N09000004
31/03/2020,Derry City and Strabane,24,LGD,Northern Ireland,N09000005
31/03/2020,Fermanagh and Omagh,29,LGD,Northern Ireland,N09000006
31/03/2020,Lisburn and Castlereagh,70,LGD,Northern Ireland,N09000007
31/03/2020,Mid and East Antrim,32,LGD,Northern Ireland,N09000008
31/03/2020,Mid Ulster,17,LGD,Northern Ireland,N09000009
31/03/2020,Newry Mourne and Down,44,LGD,Northern Ireland,N09000010
31/03/2020,Ards and North Down,61,LGD,Northern Ireland,N09000011
31/03/2020,Unconfirmed,29,LGD,Northern Ireland,NA
25/02/2020,Resident outside Wales,NA,Health board,Wales,NA
26/02/2020,Resident outside Wales,NA,Health board,Wales,NA
27/02/2020,Resident outside Wales,NA,Health board,Wales,NA
28/02/2020,Resident outside Wales,NA,Health board,Wales,NA
29/02/2020,Resident outside Wales,NA,Health board,Wales,NA
01/03/2020,Resident outside Wales,NA,Health board,Wales,NA
02/03/2020,Resident outside Wales,NA,Health board,Wales,NA
03/03/2020,Resident outside Wales,NA,Health board,Wales,NA
04/03/2020,Resident outside Wales,NA,Health board,Wales,NA
05/03/2020,Resident outside Wales,NA,Health board,Wales,NA
06/03/2020,Resident outside Wales,NA,Health board,Wales,NA
07/03/2020,Resident outside Wales,NA,Health board,Wales,NA
08/03/2020,Resident outside Wales,NA,Health board,Wales,NA
09/03/2020,Resident outside Wales,NA,Health board,Wales,NA
10/03/2020,Resident outside Wales,NA,Health board,Wales,NA
11/03/2020,Resident outside Wales,NA,Health board,Wales,NA
12/03/2020,Resident outside Wales,NA,Health board,Wales,NA
13/03/2020,Resident outside Wales,NA,Health board,Wales,NA
14/03/2020,Resident outside Wales,NA,Health board,Wales,NA
15/03/2020,Resident outside Wales,NA,Health board,Wales,NA
16/03/2020,Resident outside Wales,NA,Health board,Wales,NA
17/03/2020,Resident outside Wales,NA,Health board,Wales,NA
18/03/2020,Resident outside Wales,NA,Health board,Wales,NA
19/03/2020,Resident outside Wales,NA,Health board,Wales,NA
20/03/2020,Resident outside Wales,NA,Health board,Wales,NA
21/03/2020,Resident outside Wales,2,Health board,Wales,NA
22/03/2020,Resident outside Wales,3,Health board,Wales,NA
23/03/2020,Resident outside Wales,3,Health board,Wales,NA
24/03/2020,Resident outside Wales,3,Health board,Wales,NA
25/03/2020,Resident outside Wales,4,Health board,Wales,NA
26/03/2020,Resident outside Wales,5,Health board,Wales,NA
27/03/2020,Resident outside Wales,6,Health board,Wales,NA
28/03/2020,Resident outside Wales,6,Health board,Wales,NA
29/03/2020,Resident outside Wales,10,Health board,Wales,NA
30/03/2020,Resident outside Wales,12,Health board,Wales,NA
31/03/2020,Resident outside Wales,13,Health board,Wales,NA
25/02/2020,Unconfirmed,NA,Health board,Wales,NA
26/02/2020,Unconfirmed,NA,Health board,Wales,NA
27/02/2020,Unconfirmed,NA,Health board,Wales,NA
28/02/2020,Unconfirmed,NA,Health board,Wales,NA
29/02/2020,Unconfirmed,NA,Health board,Wales,NA
01/03/2020,Unconfirmed,NA,Health board,Wales,NA
02/03/2020,Unconfirmed,NA,Health board,Wales,NA
03/03/2020,Unconfirmed,NA,Health board,Wales,NA
04/03/2020,Unconfirmed,NA,Health board,Wales,NA
05/03/2020,Unconfirmed,NA,Health board,Wales,NA
06/03/2020,Unconfirmed,NA,Health board,Wales,NA
07/03/2020,Unconfirmed,NA,Health board,Wales,NA
08/03/2020,Unconfirmed,NA,Health board,Wales,NA
09/03/2020,Unconfirmed,NA,Health board,Wales,NA
10/03/2020,Unconfirmed,NA,Health board,Wales,NA
11/03/2020,Unconfirmed,NA,Health board,Wales,NA
12/03/2020,Unconfirmed,NA,Health board,Wales,NA
13/03/2020,Unconfirmed,NA,Health board,Wales,NA
14/03/2020,Unconfirmed,NA,Health board,Wales,NA
15/03/2020,Unconfirmed,NA,Health board,Wales,NA
16/03/2020,Unconfirmed,NA,Health board,Wales,NA
17/03/2020,Unconfirmed,NA,Health board,Wales,NA
18/03/2020,Unconfirmed,NA,Health board,Wales,NA
19/03/2020,Unconfirmed,NA,Health board,Wales,NA
20/03/2020,Unconfirmed,NA,Health board,Wales,NA
21/03/2020,Unconfirmed,1,Health board,Wales,NA
22/03/2020,Unconfirmed,1,Health board,Wales,NA
23/03/2020,Unconfirmed,1,Health board,Wales,NA
24/03/2020,Unconfirmed,2,Health board,Wales,NA
25/03/2020,Unconfirmed,4,Health board,Wales,NA
26/03/2020,Unconfirmed,7,Health board,Wales,NA
27/03/2020,Unconfirmed,13,Health board,Wales,NA
28/03/2020,Unconfirmed,18,Health board,Wales,NA
29/03/2020,Unconfirmed,22,Health board,Wales,NA
30/03/2020,Unconfirmed,24,Health board,Wales,NA
31/03/2020,Unconfirmed,26,Health board,Wales,NA
25/02/2020,Resident outside Wales,NA,UTLA,Wales,NA
26/02/2020,Resident outside Wales,NA,UTLA,Wales,NA
27/02/2020,Resident outside Wales,NA,UTLA,Wales,NA
28/02/2020,Resident outside Wales,NA,UTLA,Wales,NA
29/02/2020,Resident outside Wales,NA,UTLA,Wales,NA
01/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
02/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
03/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
04/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
05/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
06/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
07/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
08/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
09/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
10/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
11/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
12/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
13/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
14/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
15/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
16/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
17/03/2020,Resident outside Wales,2,UTLA,Wales,NA
18/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
19/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
20/03/2020,Resident outside Wales,2,UTLA,Wales,NA
21/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
22/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
23/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
24/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
25/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
26/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
27/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
28/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
29/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
30/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
31/03/2020,Resident outside Wales,NA,UTLA,Wales,NA
25/02/2020,Unconfirmed,NA,UTLA,Wales,NA
26/02/2020,Unconfirmed,NA,UTLA,Wales,NA
27/02/2020,Unconfirmed,NA,UTLA,Wales,NA
28/02/2020,Unconfirmed,NA,UTLA,Wales,NA
29/02/2020,Unconfirmed,NA,UTLA,Wales,NA
01/03/2020,Unconfirmed,NA,UTLA,Wales,NA
02/03/2020,Unconfirmed,NA,UTLA,Wales,NA
03/03/2020,Unconfirmed,NA,UTLA,Wales,NA
04/03/2020,Unconfirmed,NA,UTLA,Wales,NA
05/03/2020,Unconfirmed,NA,UTLA,Wales,NA
06/03/2020,Unconfirmed,NA,UTLA,Wales,NA
07/03/2020,Unconfirmed,NA,UTLA,Wales,NA
08/03/2020,Unconfirmed,NA,UTLA,Wales,NA
09/03/2020,Unconfirmed,NA,UTLA,Wales,NA
10/03/2020,Unconfirmed,NA,UTLA,Wales,NA
11/03/2020,Unconfirmed,NA,UTLA,Wales,NA
12/03/2020,Unconfirmed,NA,UTLA,Wales,NA
13/03/2020,Unconfirmed,NA,UTLA,Wales,NA
14/03/2020,Unconfirmed,NA,UTLA,Wales,NA
15/03/2020,Unconfirmed,NA,UTLA,Wales,NA
16/03/2020,Unconfirmed,NA,UTLA,Wales,NA
17/03/2020,Unconfirmed,NA,UTLA,Wales,NA
18/03/2020,Unconfirmed,NA,UTLA,Wales,NA
19/03/2020,Unconfirmed,NA,UTLA,Wales,NA
20/03/2020,Unconfirmed,1,UTLA,Wales,NA
21/03/2020,Unconfirmed,NA,UTLA,Wales,NA
22/03/2020,Unconfirmed,NA,UTLA,Wales,NA
23/03/2020,Unconfirmed,NA,UTLA,Wales,NA
24/03/2020,Unconfirmed,NA,UTLA,Wales,NA
25/03/2020,Unconfirmed,NA,UTLA,Wales,NA
26/03/2020,Unconfirmed,NA,UTLA,Wales,NA
27/03/2020,Unconfirmed,NA,UTLA,Wales,NA
28/03/2020,Unconfirmed,NA,UTLA,Wales,NA
29/03/2020,Unconfirmed,NA,UTLA,Wales,NA
30/03/2020,Unconfirmed,NA,UTLA,Wales,NA
31/03/2020,Unconfirmed,NA,UTLA,Wales,NA
01/04/2020,Scotland,2310,Country,Scotland,S92
01/04/2020,Wales,1837,Country,Wales,W92
01/04/2020,Northern Ireland,687,Country,Northern Ireland,N92
01/04/2020,Ayrshire and Arran,199,Health board,Scotland,S08000015
01/04/2020,Borders,87,Health board,Scotland,S08000016
01/04/2020,Dumfries and Gallow,100,Health board,Scotland,S08000017
01/04/2020,Fife,96,Health board,Scotland,S08000029
01/04/2020,Forth Valley,146,Health board,Scotland,S08000019
01/04/2020,Grampian,108,Health board,Scotland,S08000020
01/04/2020,Greater Glasgow and Clyde,632,Health board,Scotland,S08000031
01/04/2020,Highland,58,Health board,Scotland,S08000022
01/04/2020,Lanarkshire,284,Health board,Scotland,S08000032
01/04/2020,Lothian,311,Health board,Scotland,S08000024
01/04/2020,Orkney,2,Health board,Scotland,S08000025
01/04/2020,Shetland,30,Health board,Scotland,S08000026
01/04/2020,Tayside,254,Health board,Scotland,S08000030
01/04/2020,Eileanan Siar (Western Isles),3,Health board,Scotland,S08000028
01/04/2020,Swansea Bay,213,Health board,Wales,W11000031
01/04/2020,Aneurin Bevan,681,Health board,Wales,W11000028
01/04/2020,Betsi Cadwaladr,91,Health board,Wales,W11000023
01/04/2020,Cardiff and Vale,460,Health board,Wales,W11000029
01/04/2020,Cwm Taf,210,Health board,Wales,W11000030
01/04/2020,Hywel Dda,107,Health board,Wales,W11000025
01/04/2020,Powys,29,Health board,Wales,W11000024
01/04/2020,Resident outside Wales,14,Health board,Wales,NA
01/04/2020,Unconfirmed,32,Health board,Wales,NA
01/04/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
01/04/2020,Bridgend,NA,UTLA,Wales,W06000013
01/04/2020,Caerphilly,NA,UTLA,Wales,W06000018
01/04/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
01/04/2020,Ceredigion,NA,UTLA,Wales,W06000008
01/04/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
01/04/2020,City of Cardiff,NA,UTLA,Wales,W06000015
